id,class
320852,2.0
320853,2.0
320854,2.0
320855,0.0
320856,2.0
320857,2.0
320858,1.0
320859,2.0
320860,2.0
320861,2.0
320862,0.0
320863,2.0
320864,1.0
320865,0.0
320866,0.0
320867,0.0
320868,1.0
320869,2.0
320870,2.0
320871,2.0
320872,2.0
320873,1.0
320874,0.0
320875,2.0
320876,2.0
320877,1.0
320878,2.0
320879,2.0
320880,2.0
320881,2.0
320882,2.0
320883,2.0
320884,2.0
320885,0.0
320886,0.0
320887,2.0
320888,0.0
320889,2.0
320890,0.0
320891,0.0
320892,2.0
320893,0.0
320894,2.0
320895,0.0
320896,2.0
320897,1.0
320898,2.0
320899,2.0
320900,2.0
320901,0.0
320902,2.0
320903,2.0
320904,2.0
320905,2.0
320906,0.0
320907,0.0
320908,0.0
320909,2.0
320910,2.0
320911,2.0
320912,0.0
320913,2.0
320914,2.0
320915,2.0
320916,2.0
320917,2.0
320918,2.0
320919,2.0
320920,1.0
320921,2.0
320922,0.0
320923,2.0
320924,0.0
320925,1.0
320926,0.0
320927,2.0
320928,2.0
320929,0.0
320930,2.0
320931,0.0
320932,2.0
320933,0.0
320934,2.0
320935,2.0
320936,2.0
320937,0.0
320938,0.0
320939,0.0
320940,2.0
320941,0.0
320942,2.0
320943,2.0
320944,2.0
320945,1.0
320946,2.0
320947,0.0
320948,2.0
320949,2.0
320950,0.0
320951,2.0
320952,0.0
320953,0.0
320954,0.0
320955,0.0
320956,2.0
320957,0.0
320958,1.0
320959,2.0
320960,1.0
320961,2.0
320962,0.0
320963,2.0
320964,1.0
320965,1.0
320966,0.0
320967,1.0
320968,0.0
320969,2.0
320970,2.0
320971,2.0
320972,2.0
320973,2.0
320974,0.0
320975,1.0
320976,2.0
320977,0.0
320978,2.0
320979,2.0
320980,2.0
320981,0.0
320982,2.0
320983,2.0
320984,0.0
320985,2.0
320986,2.0
320987,2.0
320988,2.0
320989,0.0
320990,2.0
320991,1.0
320992,2.0
320993,0.0
320994,2.0
320995,1.0
320996,2.0
320997,2.0
320998,2.0
320999,2.0
321000,2.0
321001,2.0
321002,2.0
321003,0.0
321004,2.0
321005,2.0
321006,1.0
321007,0.0
321008,2.0
321009,2.0
321010,2.0
321011,0.0
321012,0.0
321013,0.0
321014,2.0
321015,2.0
321016,0.0
321017,2.0
321018,2.0
321019,2.0
321020,0.0
321021,2.0
321022,0.0
321023,0.0
321024,2.0
321025,2.0
321026,0.0
321027,2.0
321028,0.0
321029,2.0
321030,0.0
321031,1.0
321032,0.0
321033,0.0
321034,2.0
321035,1.0
321036,0.0
321037,2.0
321038,2.0
321039,2.0
321040,1.0
321041,0.0
321042,1.0
321043,0.0
321044,2.0
321045,1.0
321046,1.0
321047,2.0
321048,2.0
321049,0.0
321050,2.0
321051,1.0
321052,1.0
321053,0.0
321054,0.0
321055,1.0
321056,0.0
321057,2.0
321058,2.0
321059,0.0
321060,0.0
321061,2.0
321062,0.0
321063,2.0
321064,1.0
321065,0.0
321066,2.0
321067,1.0
321068,1.0
321069,0.0
321070,2.0
321071,2.0
321072,0.0
321073,2.0
321074,2.0
321075,0.0
321076,0.0
321077,0.0
321078,0.0
321079,0.0
321080,0.0
321081,0.0
321082,0.0
321083,0.0
321084,0.0
321085,2.0
321086,0.0
321087,2.0
321088,2.0
321089,0.0
321090,2.0
321091,0.0
321092,2.0
321093,0.0
321094,2.0
321095,2.0
321096,0.0
321097,1.0
321098,2.0
321099,0.0
321100,2.0
321101,2.0
321102,2.0
321103,0.0
321104,0.0
321105,2.0
321106,0.0
321107,2.0
321108,1.0
321109,0.0
321110,0.0
321111,2.0
321112,0.0
321113,2.0
321114,2.0
321115,0.0
321116,1.0
321117,2.0
321118,0.0
321119,0.0
321120,0.0
321121,0.0
321122,2.0
321123,2.0
321124,2.0
321125,2.0
321126,2.0
321127,2.0
321128,0.0
321129,2.0
321130,2.0
321131,0.0
321132,1.0
321133,2.0
321134,0.0
321135,2.0
321136,2.0
321137,2.0
321138,2.0
321139,0.0
321140,0.0
321141,2.0
321142,2.0
321143,0.0
321144,2.0
321145,0.0
321146,0.0
321147,2.0
321148,0.0
321149,2.0
321150,2.0
321151,2.0
321152,0.0
321153,2.0
321154,2.0
321155,2.0
321156,0.0
321157,0.0
321158,0.0
321159,0.0
321160,2.0
321161,0.0
321162,2.0
321163,2.0
321164,0.0
321165,2.0
321166,0.0
321167,2.0
321168,1.0
321169,2.0
321170,2.0
321171,0.0
321172,0.0
321173,0.0
321174,1.0
321175,1.0
321176,2.0
321177,0.0
321178,0.0
321179,2.0
321180,1.0
321181,0.0
321182,2.0
321183,1.0
321184,2.0
321185,1.0
321186,2.0
321187,0.0
321188,2.0
321189,2.0
321190,1.0
321191,2.0
321192,2.0
321193,2.0
321194,2.0
321195,1.0
321196,0.0
321197,1.0
321198,2.0
321199,2.0
321200,0.0
321201,0.0
321202,2.0
321203,0.0
321204,2.0
321205,2.0
321206,2.0
321207,0.0
321208,2.0
321209,0.0
321210,0.0
321211,0.0
321212,2.0
321213,0.0
321214,0.0
321215,2.0
321216,2.0
321217,0.0
321218,2.0
321219,0.0
321220,2.0
321221,2.0
321222,2.0
321223,1.0
321224,2.0
321225,2.0
321226,2.0
321227,2.0
321228,2.0
321229,2.0
321230,0.0
321231,2.0
321232,2.0
321233,2.0
321234,0.0
321235,2.0
321236,2.0
321237,0.0
321238,0.0
321239,0.0
321240,0.0
321241,0.0
321242,2.0
321243,0.0
321244,0.0
321245,2.0
321246,0.0
321247,2.0
321248,2.0
321249,2.0
321250,2.0
321251,0.0
321252,1.0
321253,0.0
321254,2.0
321255,2.0
321256,0.0
321257,2.0
321258,2.0
321259,0.0
321260,0.0
321261,2.0
321262,2.0
321263,2.0
321264,0.0
321265,2.0
321266,0.0
321267,2.0
321268,2.0
321269,2.0
321270,2.0
321271,0.0
321272,0.0
321273,1.0
321274,0.0
321275,0.0
321276,2.0
321277,2.0
321278,0.0
321279,2.0
321280,0.0
321281,1.0
321282,2.0
321283,2.0
321284,0.0
321285,2.0
321286,2.0
321287,1.0
321288,0.0
321289,2.0
321290,2.0
321291,2.0
321292,2.0
321293,2.0
321294,0.0
321295,2.0
321296,2.0
321297,0.0
321298,0.0
321299,0.0
321300,2.0
321301,2.0
321302,2.0
321303,1.0
321304,2.0
321305,2.0
321306,0.0
321307,0.0
321308,2.0
321309,1.0
321310,2.0
321311,0.0
321312,1.0
321313,2.0
321314,0.0
321315,2.0
321316,0.0
321317,2.0
321318,0.0
321319,2.0
321320,0.0
321321,2.0
321322,0.0
321323,2.0
321324,2.0
321325,2.0
321326,2.0
321327,1.0
321328,2.0
321329,2.0
321330,2.0
321331,2.0
321332,2.0
321333,0.0
321334,2.0
321335,2.0
321336,0.0
321337,2.0
321338,0.0
321339,2.0
321340,2.0
321341,0.0
321342,0.0
321343,2.0
321344,2.0
321345,2.0
321346,1.0
321347,2.0
321348,2.0
321349,2.0
321350,2.0
321351,0.0
321352,2.0
321353,0.0
321354,2.0
321355,0.0
321356,0.0
321357,0.0
321358,1.0
321359,0.0
321360,2.0
321361,2.0
321362,0.0
321363,2.0
321364,0.0
321365,2.0
321366,2.0
321367,2.0
321368,2.0
321369,2.0
321370,2.0
321371,0.0
321372,0.0
321373,2.0
321374,2.0
321375,0.0
321376,0.0
321377,2.0
321378,2.0
321379,2.0
321380,0.0
321381,2.0
321382,0.0
321383,0.0
321384,0.0
321385,2.0
321386,0.0
321387,1.0
321388,2.0
321389,0.0
321390,0.0
321391,0.0
321392,2.0
321393,2.0
321394,0.0
321395,2.0
321396,2.0
321397,2.0
321398,0.0
321399,0.0
321400,2.0
321401,2.0
321402,2.0
321403,0.0
321404,0.0
321405,0.0
321406,0.0
321407,2.0
321408,1.0
321409,2.0
321410,2.0
321411,2.0
321412,2.0
321413,0.0
321414,1.0
321415,2.0
321416,2.0
321417,2.0
321418,2.0
321419,0.0
321420,2.0
321421,0.0
321422,2.0
321423,2.0
321424,2.0
321425,2.0
321426,0.0
321427,0.0
321428,0.0
321429,2.0
321430,0.0
321431,2.0
321432,2.0
321433,1.0
321434,2.0
321435,2.0
321436,0.0
321437,2.0
321438,1.0
321439,2.0
321440,2.0
321441,0.0
321442,2.0
321443,2.0
321444,0.0
321445,2.0
321446,0.0
321447,2.0
321448,1.0
321449,2.0
321450,0.0
321451,2.0
321452,0.0
321453,0.0
321454,2.0
321455,0.0
321456,2.0
321457,1.0
321458,0.0
321459,0.0
321460,0.0
321461,1.0
321462,0.0
321463,2.0
321464,0.0
321465,0.0
321466,1.0
321467,2.0
321468,0.0
321469,2.0
321470,2.0
321471,1.0
321472,0.0
321473,2.0
321474,0.0
321475,2.0
321476,2.0
321477,1.0
321478,0.0
321479,1.0
321480,2.0
321481,2.0
321482,2.0
321483,2.0
321484,2.0
321485,2.0
321486,2.0
321487,0.0
321488,0.0
321489,0.0
321490,2.0
321491,0.0
321492,2.0
321493,2.0
321494,2.0
321495,1.0
321496,0.0
321497,0.0
321498,0.0
321499,2.0
321500,0.0
321501,0.0
321502,2.0
321503,0.0
321504,2.0
321505,2.0
321506,2.0
321507,0.0
321508,0.0
321509,2.0
321510,2.0
321511,0.0
321512,2.0
321513,0.0
321514,1.0
321515,2.0
321516,0.0
321517,2.0
321518,0.0
321519,0.0
321520,0.0
321521,2.0
321522,2.0
321523,2.0
321524,2.0
321525,0.0
321526,2.0
321527,2.0
321528,2.0
321529,2.0
321530,2.0
321531,2.0
321532,1.0
321533,2.0
321534,2.0
321535,0.0
321536,1.0
321537,2.0
321538,0.0
321539,0.0
321540,1.0
321541,0.0
321542,2.0
321543,2.0
321544,0.0
321545,0.0
321546,0.0
321547,2.0
321548,1.0
321549,2.0
321550,2.0
321551,0.0
321552,2.0
321553,2.0
321554,2.0
321555,0.0
321556,2.0
321557,2.0
321558,2.0
321559,0.0
321560,2.0
321561,1.0
321562,2.0
321563,2.0
321564,2.0
321565,2.0
321566,2.0
321567,0.0
321568,2.0
321569,2.0
321570,0.0
321571,0.0
321572,2.0
321573,0.0
321574,0.0
321575,2.0
321576,0.0
321577,0.0
321578,2.0
321579,0.0
321580,2.0
321581,2.0
321582,1.0
321583,0.0
321584,0.0
321585,2.0
321586,2.0
321587,1.0
321588,2.0
321589,0.0
321590,0.0
321591,0.0
321592,2.0
321593,1.0
321594,0.0
321595,0.0
321596,1.0
321597,0.0
321598,0.0
321599,0.0
321600,2.0
321601,0.0
321602,0.0
321603,0.0
321604,0.0
321605,0.0
321606,1.0
321607,0.0
321608,2.0
321609,2.0
321610,2.0
321611,2.0
321612,1.0
321613,0.0
321614,0.0
321615,2.0
321616,0.0
321617,2.0
321618,0.0
321619,2.0
321620,1.0
321621,2.0
321622,0.0
321623,1.0
321624,0.0
321625,0.0
321626,2.0
321627,1.0
321628,0.0
321629,2.0
321630,0.0
321631,2.0
321632,2.0
321633,0.0
321634,2.0
321635,2.0
321636,2.0
321637,2.0
321638,0.0
321639,2.0
321640,2.0
321641,0.0
321642,0.0
321643,0.0
321644,2.0
321645,2.0
321646,0.0
321647,2.0
321648,0.0
321649,0.0
321650,2.0
321651,2.0
321652,1.0
321653,2.0
321654,2.0
321655,0.0
321656,1.0
321657,2.0
321658,2.0
321659,2.0
321660,1.0
321661,2.0
321662,0.0
321663,2.0
321664,2.0
321665,2.0
321666,2.0
321667,0.0
321668,2.0
321669,0.0
321670,2.0
321671,2.0
321672,2.0
321673,2.0
321674,2.0
321675,0.0
321676,0.0
321677,0.0
321678,2.0
321679,2.0
321680,2.0
321681,2.0
321682,0.0
321683,0.0
321684,2.0
321685,1.0
321686,2.0
321687,2.0
321688,1.0
321689,0.0
321690,0.0
321691,0.0
321692,0.0
321693,0.0
321694,0.0
321695,0.0
321696,0.0
321697,1.0
321698,0.0
321699,2.0
321700,0.0
321701,2.0
321702,0.0
321703,1.0
321704,2.0
321705,2.0
321706,0.0
321707,0.0
321708,2.0
321709,2.0
321710,2.0
321711,2.0
321712,0.0
321713,2.0
321714,0.0
321715,0.0
321716,2.0
321717,2.0
321718,2.0
321719,2.0
321720,1.0
321721,2.0
321722,0.0
321723,1.0
321724,2.0
321725,2.0
321726,2.0
321727,0.0
321728,0.0
321729,2.0
321730,0.0
321731,2.0
321732,2.0
321733,0.0
321734,0.0
321735,2.0
321736,2.0
321737,0.0
321738,0.0
321739,2.0
321740,0.0
321741,2.0
321742,2.0
321743,0.0
321744,2.0
321745,0.0
321746,2.0
321747,2.0
321748,0.0
321749,2.0
321750,0.0
321751,2.0
321752,1.0
321753,0.0
321754,0.0
321755,0.0
321756,2.0
321757,1.0
321758,2.0
321759,0.0
321760,2.0
321761,2.0
321762,2.0
321763,2.0
321764,0.0
321765,0.0
321766,2.0
321767,1.0
321768,2.0
321769,2.0
321770,2.0
321771,0.0
321772,2.0
321773,2.0
321774,2.0
321775,2.0
321776,2.0
321777,0.0
321778,0.0
321779,0.0
321780,2.0
321781,2.0
321782,1.0
321783,2.0
321784,2.0
321785,0.0
321786,0.0
321787,0.0
321788,1.0
321789,0.0
321790,2.0
321791,2.0
321792,2.0
321793,0.0
321794,2.0
321795,1.0
321796,0.0
321797,2.0
321798,2.0
321799,0.0
321800,2.0
321801,0.0
321802,2.0
321803,2.0
321804,0.0
321805,2.0
321806,2.0
321807,0.0
321808,2.0
321809,1.0
321810,0.0
321811,2.0
321812,2.0
321813,2.0
321814,0.0
321815,0.0
321816,2.0
321817,2.0
321818,0.0
321819,0.0
321820,0.0
321821,0.0
321822,0.0
321823,0.0
321824,1.0
321825,0.0
321826,2.0
321827,2.0
321828,2.0
321829,1.0
321830,2.0
321831,2.0
321832,0.0
321833,2.0
321834,2.0
321835,2.0
321836,0.0
321837,0.0
321838,0.0
321839,1.0
321840,2.0
321841,2.0
321842,2.0
321843,2.0
321844,0.0
321845,2.0
321846,0.0
321847,0.0
321848,2.0
321849,0.0
321850,0.0
321851,2.0
321852,2.0
321853,0.0
321854,2.0
321855,2.0
321856,0.0
321857,2.0
321858,2.0
321859,0.0
321860,2.0
321861,2.0
321862,0.0
321863,0.0
321864,1.0
321865,0.0
321866,2.0
321867,2.0
321868,2.0
321869,1.0
321870,2.0
321871,0.0
321872,2.0
321873,0.0
321874,2.0
321875,2.0
321876,2.0
321877,0.0
321878,2.0
321879,2.0
321880,0.0
321881,0.0
321882,2.0
321883,2.0
321884,0.0
321885,0.0
321886,0.0
321887,0.0
321888,2.0
321889,1.0
321890,2.0
321891,0.0
321892,2.0
321893,0.0
321894,0.0
321895,1.0
321896,2.0
321897,2.0
321898,0.0
321899,2.0
321900,2.0
321901,2.0
321902,0.0
321903,2.0
321904,2.0
321905,1.0
321906,2.0
321907,0.0
321908,2.0
321909,0.0
321910,0.0
321911,2.0
321912,2.0
321913,0.0
321914,2.0
321915,2.0
321916,2.0
321917,2.0
321918,0.0
321919,0.0
321920,2.0
321921,0.0
321922,2.0
321923,0.0
321924,2.0
321925,0.0
321926,1.0
321927,0.0
321928,2.0
321929,2.0
321930,1.0
321931,0.0
321932,0.0
321933,2.0
321934,2.0
321935,2.0
321936,2.0
321937,2.0
321938,0.0
321939,2.0
321940,2.0
321941,0.0
321942,2.0
321943,0.0
321944,0.0
321945,0.0
321946,0.0
321947,0.0
321948,1.0
321949,0.0
321950,0.0
321951,0.0
321952,0.0
321953,2.0
321954,0.0
321955,0.0
321956,2.0
321957,0.0
321958,0.0
321959,2.0
321960,0.0
321961,0.0
321962,2.0
321963,0.0
321964,0.0
321965,0.0
321966,0.0
321967,0.0
321968,2.0
321969,2.0
321970,0.0
321971,0.0
321972,2.0
321973,0.0
321974,2.0
321975,2.0
321976,1.0
321977,0.0
321978,1.0
321979,1.0
321980,0.0
321981,0.0
321982,2.0
321983,0.0
321984,0.0
321985,2.0
321986,2.0
321987,0.0
321988,2.0
321989,0.0
321990,0.0
321991,2.0
321992,1.0
321993,2.0
321994,2.0
321995,2.0
321996,1.0
321997,2.0
